Throw_Count,Simulation_Number,Dice_Rolls,Positions,Final_Position,Distance_to_A
4,780,"[1, 6, 4, 6]","['B', 'H', 'D', 'B']",B,7
4,781,"[6, 6, 5, 3]","['G', 'E', 'B', 'E']",E,4
4,782,"[3, 2, 3, 2]","['D', 'F', 'A', 'C']",C,6
4,783,"[5, 6, 4, 6]","['F', 'D', 'H', 'F']",F,3
4,784,"[5, 4, 6, 3]","['F', 'B', 'H', 'C']",C,6
4,785,"[2, 2, 4, 4]","['C', 'E', 'A', 'E']",E,4
4,786,"[2, 1, 3, 4]","['C', 'D', 'G', 'C']",C,6
4,787,"[5, 4, 2, 5]","['F', 'B', 'D', 'A']",A,0
4,788,"[2, 2, 3, 4]","['C', 'E', 'H', 'D']",D,5
4,789,"[2, 5, 6, 6]","['C', 'H', 'F', 'D']",D,5
4,790,"[4, 1, 5, 3]","['E', 'F', 'C', 'F']",F,3
4,791,"[2, 6, 5, 3]","['C', 'A', 'F', 'A']",A,0
4,792,"[3, 5, 5, 6]","['D', 'A', 'F', 'D']",D,5
4,793,"[6, 4, 6, 5]","['G', 'C', 'A', 'F']",F,3
4,794,"[2, 2, 1, 5]","['C', 'E', 'F', 'C']",C,6
4,795,"[5, 1, 1, 2]","['F', 'G', 'H', 'B']",B,7
4,796,"[2, 6, 1, 4]","['C', 'A', 'B', 'F']",F,3
4,797,"[2, 3, 4, 6]","['C', 'F', 'B', 'H']",H,1
4,798,"[3, 3, 1, 4]","['D', 'G', 'H', 'D']",D,5
4,799,"[5, 6, 5, 2]","['F', 'D', 'A', 'C']",C,6
4,800,"[3, 5, 5, 6]","['D', 'A', 'F', 'D']",D,5
4,801,"[1, 3, 5, 1]","['B', 'E', 'B', 'C']",C,6
4,802,"[3, 6, 5, 4]","['D', 'B', 'G', 'C']",C,6
4,803,"[2, 2, 1, 1]","['C', 'E', 'F', 'G']",G,2
4,804,"[5, 6, 4, 5]","['F', 'D', 'H', 'E']",E,4
4,805,"[3, 2, 6, 6]","['D', 'F', 'D', 'B']",B,7
4,806,"[6, 6, 1, 5]","['G', 'E', 'F', 'C']",C,6
4,807,"[6, 4, 3, 4]","['G', 'C', 'F', 'B']",B,7
4,808,"[3, 5, 4, 4]","['D', 'A', 'E', 'A']",A,0
4,809,"[4, 1, 3, 3]","['E', 'F', 'A', 'D']",D,5
4,810,"[3, 2, 4, 4]","['D', 'F', 'B', 'F']",F,3
4,811,"[4, 6, 2, 2]","['E', 'C', 'E', 'G']",G,2
4,812,"[5, 1, 3, 4]","['F', 'G', 'B', 'F']",F,3
4,813,"[5, 4, 3, 4]","['F', 'B', 'E', 'A']",A,0
4,814,"[4, 1, 2, 2]","['E', 'F', 'H', 'B']",B,7
4,815,"[6, 2, 1, 4]","['G', 'A', 'B', 'F']",F,3
4,816,"[2, 2, 1, 1]","['C', 'E', 'F', 'G']",G,2
4,817,"[4, 3, 4, 3]","['E', 'H', 'D', 'G']",G,2
4,818,"[1, 1, 1, 4]","['B', 'C', 'D', 'H']",H,1
4,819,"[6, 3, 1, 1]","['G', 'B', 'C', 'D']",D,5
4,820,"[6, 4, 5, 3]","['G', 'C', 'H', 'C']",C,6
4,821,"[5, 5, 1, 3]","['F', 'C', 'D', 'G']",G,2
4,822,"[4, 3, 4, 1]","['E', 'H', 'D', 'E']",E,4
4,823,"[1, 5, 2, 4]","['B', 'G', 'A', 'E']",E,4
4,824,"[1, 4, 3, 3]","['B', 'F', 'A', 'D']",D,5
4,825,"[4, 5, 4, 5]","['E', 'B', 'F', 'C']",C,6
4,826,"[2, 5, 3, 6]","['C', 'H', 'C', 'A']",A,0
4,827,"[3, 4, 5, 4]","['D', 'H', 'E', 'A']",A,0
4,828,"[4, 1, 6, 1]","['E', 'F', 'D', 'E']",E,4
4,829,"[5, 2, 4, 3]","['F', 'H', 'D', 'G']",G,2
4,830,"[3, 3, 5, 4]","['D', 'G', 'D', 'H']",H,1
4,831,"[6, 5, 4, 1]","['G', 'D', 'H', 'A']",A,0
4,832,"[3, 6, 3, 3]","['D', 'B', 'E', 'H']",H,1
4,833,"[1, 6, 4, 1]","['B', 'H', 'D', 'E']",E,4
4,834,"[4, 3, 5, 5]","['E', 'H', 'E', 'B']",B,7
4,835,"[1, 2, 4, 6]","['B', 'D', 'H', 'F']",F,3
4,836,"[4, 6, 1, 3]","['E', 'C', 'D', 'G']",G,2
4,837,"[1, 2, 3, 2]","['B', 'D', 'G', 'A']",A,0
4,838,"[6, 4, 5, 4]","['G', 'C', 'H', 'D']",D,5
4,839,"[1, 1, 1, 6]","['B', 'C', 'D', 'B']",B,7
4,840,"[2, 2, 6, 6]","['C', 'E', 'C', 'A']",A,0
4,841,"[6, 1, 2, 3]","['G', 'H', 'B', 'E']",E,4
4,842,"[6, 1, 2, 5]","['G', 'H', 'B', 'G']",G,2
4,843,"[2, 5, 1, 5]","['C', 'H', 'A', 'F']",F,3
4,844,"[3, 5, 4, 3]","['D', 'A', 'E', 'H']",H,1
4,845,"[1, 1, 4, 4]","['B', 'C', 'G', 'C']",C,6
4,846,"[5, 5, 4, 4]","['F', 'C', 'G', 'C']",C,6
4,847,"[6, 1, 3, 5]","['G', 'H', 'C', 'H']",H,1
4,848,"[5, 1, 5, 6]","['F', 'G', 'D', 'B']",B,7
4,849,"[5, 3, 1, 2]","['F', 'A', 'B', 'D']",D,5
4,850,"[6, 6, 5, 2]","['G', 'E', 'B', 'D']",D,5
4,851,"[5, 5, 5, 6]","['F', 'C', 'H', 'F']",F,3
4,852,"[6, 1, 4, 1]","['G', 'H', 'D', 'E']",E,4
4,853,"[4, 1, 5, 4]","['E', 'F', 'C', 'G']",G,2
4,854,"[4, 5, 5, 3]","['E', 'B', 'G', 'B']",B,7
4,855,"[5, 2, 1, 4]","['F', 'H', 'A', 'E']",E,4
4,856,"[1, 4, 6, 6]","['B', 'F', 'D', 'B']",B,7
4,857,"[1, 2, 3, 5]","['B', 'D', 'G', 'D']",D,5
4,858,"[6, 6, 5, 2]","['G', 'E', 'B', 'D']",D,5
4,859,"[5, 3, 3, 1]","['F', 'A', 'D', 'E']",E,4
4,860,"[6, 4, 1, 4]","['G', 'C', 'D', 'H']",H,1
4,861,"[1, 4, 1, 4]","['B', 'F', 'G', 'C']",C,6
4,862,"[6, 1, 4, 1]","['G', 'H', 'D', 'E']",E,4
4,863,"[6, 6, 4, 2]","['G', 'E', 'A', 'C']",C,6
4,864,"[4, 5, 3, 2]","['E', 'B', 'E', 'G']",G,2
4,865,"[3, 2, 2, 5]","['D', 'F', 'H', 'E']",E,4
4,866,"[1, 3, 5, 5]","['B', 'E', 'B', 'G']",G,2
4,867,"[6, 2, 2, 3]","['G', 'A', 'C', 'F']",F,3
4,868,"[5, 6, 4, 6]","['F', 'D', 'H', 'F']",F,3
4,869,"[2, 1, 3, 3]","['C', 'D', 'G', 'B']",B,7
4,870,"[2, 4, 4, 3]","['C', 'G', 'C', 'F']",F,3
4,871,"[6, 3, 4, 5]","['G', 'B', 'F', 'C']",C,6
4,872,"[3, 1, 2, 2]","['D', 'E', 'G', 'A']",A,0
4,873,"[4, 2, 2, 1]","['E', 'G', 'A', 'B']",B,7
4,874,"[2, 4, 6, 1]","['C', 'G', 'E', 'F']",F,3
4,875,"[1, 1, 2, 5]","['B', 'C', 'E', 'B']",B,7
4,876,"[5, 4, 3, 4]","['F', 'B', 'E', 'A']",A,0
4,877,"[1, 5, 6, 6]","['B', 'G', 'E', 'C']",C,6
4,878,"[5, 5, 4, 2]","['F', 'C', 'G', 'A']",A,0
4,879,"[1, 6, 3, 5]","['B', 'H', 'C', 'H']",H,1
4,880,"[1, 2, 4, 2]","['B', 'D', 'H', 'B']",B,7
4,881,"[3, 1, 3, 2]","['D', 'E', 'H', 'B']",B,7
4,882,"[4, 1, 2, 3]","['E', 'F', 'H', 'C']",C,6
4,883,"[1, 6, 4, 3]","['B', 'H', 'D', 'G']",G,2
4,884,"[3, 4, 1, 3]","['D', 'H', 'A', 'D']",D,5
4,885,"[6, 6, 4, 3]","['G', 'E', 'A', 'D']",D,5
4,886,"[2, 3, 4, 1]","['C', 'F', 'B', 'C']",C,6
4,887,"[1, 2, 3, 2]","['B', 'D', 'G', 'A']",A,0
4,888,"[6, 1, 2, 5]","['G', 'H', 'B', 'G']",G,2
4,889,"[4, 6, 5, 3]","['E', 'C', 'H', 'C']",C,6
4,890,"[2, 2, 1, 4]","['C', 'E', 'F', 'B']",B,7
4,891,"[4, 3, 4, 1]","['E', 'H', 'D', 'E']",E,4
4,892,"[1, 6, 2, 5]","['B', 'H', 'B', 'G']",G,2
4,893,"[3, 6, 2, 3]","['D', 'B', 'D', 'G']",G,2
4,894,"[6, 6, 6, 4]","['G', 'E', 'C', 'G']",G,2
4,895,"[3, 4, 2, 6]","['D', 'H', 'B', 'H']",H,1
4,896,"[1, 5, 3, 6]","['B', 'G', 'B', 'H']",H,1
4,897,"[1, 2, 1, 3]","['B', 'D', 'E', 'H']",H,1
4,898,"[2, 6, 2, 1]","['C', 'A', 'C', 'D']",D,5
4,899,"[5, 3, 5, 6]","['F', 'A', 'F', 'D']",D,5
4,900,"[3, 2, 4, 1]","['D', 'F', 'B', 'C']",C,6
4,901,"[4, 2, 3, 4]","['E', 'G', 'B', 'F']",F,3
4,902,"[6, 1, 6, 6]","['G', 'H', 'F', 'D']",D,5
4,903,"[4, 2, 4, 1]","['E', 'G', 'C', 'D']",D,5
4,904,"[6, 3, 1, 2]","['G', 'B', 'C', 'E']",E,4
4,905,"[4, 4, 5, 3]","['E', 'A', 'F', 'A']",A,0
4,906,"[4, 4, 4, 5]","['E', 'A', 'E', 'B']",B,7
4,907,"[5, 6, 4, 5]","['F', 'D', 'H', 'E']",E,4
4,908,"[5, 1, 4, 3]","['F', 'G', 'C', 'F']",F,3
4,909,"[4, 3, 1, 6]","['E', 'H', 'A', 'G']",G,2
4,910,"[6, 6, 2, 3]","['G', 'E', 'G', 'B']",B,7
4,911,"[2, 6, 1, 6]","['C', 'A', 'B', 'H']",H,1
4,912,"[6, 3, 3, 4]","['G', 'B', 'E', 'A']",A,0
4,913,"[4, 3, 6, 3]","['E', 'H', 'F', 'A']",A,0
4,914,"[5, 4, 4, 1]","['F', 'B', 'F', 'G']",G,2
4,915,"[5, 3, 2, 4]","['F', 'A', 'C', 'G']",G,2
4,916,"[4, 1, 5, 2]","['E', 'F', 'C', 'E']",E,4
4,917,"[4, 3, 5, 1]","['E', 'H', 'E', 'F']",F,3
4,918,"[6, 1, 3, 3]","['G', 'H', 'C', 'F']",F,3
4,919,"[3, 5, 1, 6]","['D', 'A', 'B', 'H']",H,1
4,920,"[3, 4, 3, 3]","['D', 'H', 'C', 'F']",F,3
4,921,"[2, 1, 6, 6]","['C', 'D', 'B', 'H']",H,1
4,922,"[6, 5, 5, 1]","['G', 'D', 'A', 'B']",B,7
4,923,"[1, 1, 3, 4]","['B', 'C', 'F', 'B']",B,7
4,924,"[1, 6, 1, 3]","['B', 'H', 'A', 'D']",D,5
4,925,"[4, 3, 5, 6]","['E', 'H', 'E', 'C']",C,6
4,926,"[1, 4, 2, 4]","['B', 'F', 'H', 'D']",D,5
4,927,"[1, 2, 4, 4]","['B', 'D', 'H', 'D']",D,5
4,928,"[3, 1, 1, 5]","['D', 'E', 'F', 'C']",C,6
4,929,"[4, 4, 1, 4]","['E', 'A', 'B', 'F']",F,3
4,930,"[6, 4, 3, 1]","['G', 'C', 'F', 'G']",G,2
4,931,"[1, 5, 2, 5]","['B', 'G', 'A', 'F']",F,3
4,932,"[2, 6, 2, 6]","['C', 'A', 'C', 'A']",A,0
4,933,"[3, 2, 6, 3]","['D', 'F', 'D', 'G']",G,2
4,934,"[4, 6, 3, 2]","['E', 'C', 'F', 'H']",H,1
4,935,"[3, 3, 5, 5]","['D', 'G', 'D', 'A']",A,0
4,936,"[2, 2, 6, 5]","['C', 'E', 'C', 'H']",H,1
4,937,"[1, 4, 1, 1]","['B', 'F', 'G', 'H']",H,1
4,938,"[4, 1, 1, 6]","['E', 'F', 'G', 'E']",E,4
4,939,"[2, 3, 5, 5]","['C', 'F', 'C', 'H']",H,1
4,940,"[6, 5, 6, 4]","['G', 'D', 'B', 'F']",F,3
4,941,"[5, 4, 2, 5]","['F', 'B', 'D', 'A']",A,0
4,942,"[1, 2, 1, 2]","['B', 'D', 'E', 'G']",G,2
4,943,"[4, 6, 2, 5]","['E', 'C', 'E', 'B']",B,7
4,944,"[1, 3, 3, 5]","['B', 'E', 'H', 'E']",E,4
4,945,"[6, 6, 2, 6]","['G', 'E', 'G', 'E']",E,4
4,946,"[2, 6, 3, 3]","['C', 'A', 'D', 'G']",G,2
4,947,"[4, 4, 2, 4]","['E', 'A', 'C', 'G']",G,2
4,948,"[1, 4, 5, 4]","['B', 'F', 'C', 'G']",G,2
4,949,"[3, 1, 4, 1]","['D', 'E', 'A', 'B']",B,7
4,950,"[6, 1, 1, 1]","['G', 'H', 'A', 'B']",B,7
4,951,"[1, 4, 3, 5]","['B', 'F', 'A', 'F']",F,3
4,952,"[6, 2, 2, 1]","['G', 'A', 'C', 'D']",D,5
4,953,"[2, 4, 3, 6]","['C', 'G', 'B', 'H']",H,1
4,954,"[2, 1, 2, 1]","['C', 'D', 'F', 'G']",G,2
4,955,"[6, 6, 6, 4]","['G', 'E', 'C', 'G']",G,2
4,956,"[3, 1, 4, 6]","['D', 'E', 'A', 'G']",G,2
4,957,"[3, 5, 6, 2]","['D', 'A', 'G', 'A']",A,0
4,958,"[5, 5, 5, 6]","['F', 'C', 'H', 'F']",F,3
4,959,"[4, 3, 4, 4]","['E', 'H', 'D', 'H']",H,1
4,960,"[6, 6, 1, 6]","['G', 'E', 'F', 'D']",D,5
4,961,"[1, 4, 5, 1]","['B', 'F', 'C', 'D']",D,5
4,962,"[2, 6, 4, 4]","['C', 'A', 'E', 'A']",A,0
4,963,"[3, 5, 2, 1]","['D', 'A', 'C', 'D']",D,5
4,964,"[5, 4, 6, 1]","['F', 'B', 'H', 'A']",A,0
4,965,"[2, 3, 1, 4]","['C', 'F', 'G', 'C']",C,6
4,966,"[4, 6, 6, 2]","['E', 'C', 'A', 'C']",C,6
4,967,"[2, 5, 1, 2]","['C', 'H', 'A', 'C']",C,6
4,968,"[6, 6, 4, 2]","['G', 'E', 'A', 'C']",C,6
4,969,"[2, 3, 3, 4]","['C', 'F', 'A', 'E']",E,4
4,970,"[5, 1, 3, 2]","['F', 'G', 'B', 'D']",D,5
4,971,"[6, 4, 3, 1]","['G', 'C', 'F', 'G']",G,2
4,972,"[5, 4, 5, 5]","['F', 'B', 'G', 'D']",D,5
4,973,"[6, 5, 5, 1]","['G', 'D', 'A', 'B']",B,7
4,974,"[5, 6, 4, 2]","['F', 'D', 'H', 'B']",B,7
4,975,"[2, 2, 6, 3]","['C', 'E', 'C', 'F']",F,3
4,976,"[3, 1, 4, 5]","['D', 'E', 'A', 'F']",F,3
4,977,"[5, 3, 5, 1]","['F', 'A', 'F', 'G']",G,2
4,978,"[4, 4, 1, 1]","['E', 'A', 'B', 'C']",C,6
4,979,"[1, 1, 2, 2]","['B', 'C', 'E', 'G']",G,2
4,980,"[3, 1, 2, 6]","['D', 'E', 'G', 'E']",E,4
4,981,"[1, 6, 6, 3]","['B', 'H', 'F', 'A']",A,0
4,982,"[3, 3, 4, 2]","['D', 'G', 'C', 'E']",E,4
4,983,"[4, 6, 3, 6]","['E', 'C', 'F', 'D']",D,5
4,984,"[4, 5, 4, 5]","['E', 'B', 'F', 'C']",C,6
4,985,"[6, 6, 2, 6]","['G', 'E', 'G', 'E']",E,4
4,986,"[3, 1, 3, 2]","['D', 'E', 'H', 'B']",B,7
4,987,"[1, 5, 6, 5]","['B', 'G', 'E', 'B']",B,7
4,988,"[2, 4, 5, 2]","['C', 'G', 'D', 'F']",F,3
4,989,"[1, 2, 1, 3]","['B', 'D', 'E', 'H']",H,1
4,990,"[2, 5, 5, 4]","['C', 'H', 'E', 'A']",A,0
4,991,"[3, 1, 2, 5]","['D', 'E', 'G', 'D']",D,5
4,992,"[2, 1, 3, 3]","['C', 'D', 'G', 'B']",B,7
4,993,"[5, 5, 5, 6]","['F', 'C', 'H', 'F']",F,3
4,994,"[2, 3, 4, 3]","['C', 'F', 'B', 'E']",E,4
4,995,"[4, 2, 3, 1]","['E', 'G', 'B', 'C']",C,6
4,996,"[4, 6, 2, 5]","['E', 'C', 'E', 'B']",B,7
4,997,"[1, 6, 4, 2]","['B', 'H', 'D', 'F']",F,3
4,998,"[2, 1, 5, 1]","['C', 'D', 'A', 'B']",B,7
4,999,"[6, 5, 4, 3]","['G', 'D', 'H', 'C']",C,6
4,1000,"[6, 5, 4, 5]","['G', 'D', 'H', 'E']",E,4
5,1,"[6, 5, 2, 1, 3]","['G', 'D', 'F', 'G', 'B']",B,7
5,2,"[4, 3, 2, 1, 4]","['E', 'H', 'B', 'C', 'G']",G,2
5,3,"[4, 2, 4, 1, 6]","['E', 'G', 'C', 'D', 'B']",B,7
5,4,"[4, 1, 3, 4, 5]","['E', 'F', 'A', 'E', 'B']",B,7
5,5,"[5, 3, 6, 4, 1]","['F', 'A', 'G', 'C', 'D']",D,5
5,6,"[1, 4, 2, 5, 4]","['B', 'F', 'H', 'E', 'A']",A,0
5,7,"[2, 3, 6, 1, 6]","['C', 'F', 'D', 'E', 'C']",C,6
5,8,"[6, 1, 6, 2, 6]","['G', 'H', 'F', 'H', 'F']",F,3
5,9,"[6, 4, 2, 6, 2]","['G', 'C', 'E', 'C', 'E']",E,4
5,10,"[4, 2, 5, 5, 5]","['E', 'G', 'D', 'A', 'F']",F,3
5,11,"[1, 1, 4, 5, 6]","['B', 'C', 'G', 'D', 'B']",B,7
5,12,"[5, 2, 6, 4, 4]","['F', 'H', 'F', 'B', 'F']",F,3
5,13,"[5, 5, 5, 4, 6]","['F', 'C', 'H', 'D', 'B']",B,7
5,14,"[1, 4, 4, 3, 6]","['B', 'F', 'B', 'E', 'C']",C,6
5,15,"[4, 6, 6, 4, 6]","['E', 'C', 'A', 'E', 'C']",C,6
5,16,"[3, 2, 3, 6, 3]","['D', 'F', 'A', 'G', 'B']",B,7
5,17,"[4, 1, 1, 1, 5]","['E', 'F', 'G', 'H', 'E']",E,4
5,18,"[2, 1, 1, 1, 6]","['C', 'D', 'E', 'F', 'D']",D,5
5,19,"[2, 2, 1, 3, 6]","['C', 'E', 'F', 'A', 'G']",G,2
5,20,"[6, 1, 1, 4, 4]","['G', 'H', 'A', 'E', 'A']",A,0
5,21,"[3, 3, 3, 1, 3]","['D', 'G', 'B', 'C', 'F']",F,3
5,22,"[1, 1, 3, 4, 4]","['B', 'C', 'F', 'B', 'F']",F,3
5,23,"[3, 6, 5, 1, 4]","['D', 'B', 'G', 'H', 'D']",D,5
5,24,"[6, 5, 3, 5, 2]","['G', 'D', 'G', 'D', 'F']",F,3
5,25,"[5, 2, 6, 5, 5]","['F', 'H', 'F', 'C', 'H']",H,1
5,26,"[3, 2, 4, 4, 5]","['D', 'F', 'B', 'F', 'C']",C,6
5,27,"[4, 6, 5, 3, 5]","['E', 'C', 'H', 'C', 'H']",H,1
5,28,"[6, 6, 6, 3, 1]","['G', 'E', 'C', 'F', 'G']",G,2
5,29,"[5, 6, 5, 5, 6]","['F', 'D', 'A', 'F', 'D']",D,5
5,30,"[1, 2, 6, 6, 2]","['B', 'D', 'B', 'H', 'B']",B,7
5,31,"[2, 4, 4, 5, 3]","['C', 'G', 'C', 'H', 'C']",C,6
5,32,"[1, 6, 4, 4, 3]","['B', 'H', 'D', 'H', 'C']",C,6
5,33,"[5, 4, 2, 5, 4]","['F', 'B', 'D', 'A', 'E']",E,4
5,34,"[3, 6, 5, 2, 6]","['D', 'B', 'G', 'A', 'G']",G,2
5,35,"[2, 5, 1, 5, 1]","['C', 'H', 'A', 'F', 'G']",G,2
5,36,"[4, 1, 1, 5, 1]","['E', 'F', 'G', 'D', 'E']",E,4
5,37,"[4, 2, 6, 2, 2]","['E', 'G', 'E', 'G', 'A']",A,0
5,38,"[1, 4, 2, 5, 1]","['B', 'F', 'H', 'E', 'F']",F,3
5,39,"[4, 2, 4, 3, 4]","['E', 'G', 'C', 'F', 'B']",B,7
5,40,"[2, 4, 6, 5, 4]","['C', 'G', 'E', 'B', 'F']",F,3
5,41,"[6, 2, 2, 6, 2]","['G', 'A', 'C', 'A', 'C']",C,6
5,42,"[2, 3, 6, 4, 4]","['C', 'F', 'D', 'H', 'D']",D,5
5,43,"[4, 5, 4, 3, 4]","['E', 'B', 'F', 'A', 'E']",E,4
5,44,"[2, 2, 5, 6, 6]","['C', 'E', 'B', 'H', 'F']",F,3
5,45,"[5, 2, 5, 4, 2]","['F', 'H', 'E', 'A', 'C']",C,6
5,46,"[5, 4, 1, 6, 2]","['F', 'B', 'C', 'A', 'C']",C,6
5,47,"[1, 1, 6, 6, 1]","['B', 'C', 'A', 'G', 'H']",H,1
5,48,"[3, 6, 5, 4, 6]","['D', 'B', 'G', 'C', 'A']",A,0
5,49,"[6, 1, 3, 1, 1]","['G', 'H', 'C', 'D', 'E']",E,4
5,50,"[1, 1, 6, 6, 3]","['B', 'C', 'A', 'G', 'B']",B,7
5,51,"[3, 4, 3, 5, 5]","['D', 'H', 'C', 'H', 'E']",E,4
5,52,"[5, 4, 2, 2, 4]","['F', 'B', 'D', 'F', 'B']",B,7
5,53,"[5, 2, 1, 2, 3]","['F', 'H', 'A', 'C', 'F']",F,3
5,54,"[1, 5, 4, 2, 4]","['B', 'G', 'C', 'E', 'A']",A,0
5,55,"[5, 3, 2, 2, 4]","['F', 'A', 'C', 'E', 'A']",A,0
5,56,"[4, 1, 3, 3, 4]","['E', 'F', 'A', 'D', 'H']",H,1
5,57,"[5, 4, 2, 3, 2]","['F', 'B', 'D', 'G', 'A']",A,0
5,58,"[2, 3, 1, 4, 2]","['C', 'F', 'G', 'C', 'E']",E,4
5,59,"[2, 1, 1, 5, 4]","['C', 'D', 'E', 'B', 'F']",F,3
5,60,"[3, 3, 4, 6, 5]","['D', 'G', 'C', 'A', 'F']",F,3
5,61,"[2, 1, 6, 6, 6]","['C', 'D', 'B', 'H', 'F']",F,3
5,62,"[5, 4, 2, 2, 2]","['F', 'B', 'D', 'F', 'H']",H,1
5,63,"[6, 2, 5, 5, 3]","['G', 'A', 'F', 'C', 'F']",F,3
5,64,"[2, 2, 3, 2, 4]","['C', 'E', 'H', 'B', 'F']",F,3
5,65,"[4, 6, 2, 5, 6]","['E', 'C', 'E', 'B', 'H']",H,1
5,66,"[3, 6, 4, 5, 6]","['D', 'B', 'F', 'C', 'A']",A,0
5,67,"[2, 2, 4, 6, 5]","['C', 'E', 'A', 'G', 'D']",D,5
5,68,"[6, 5, 5, 2, 2]","['G', 'D', 'A', 'C', 'E']",E,4
5,69,"[3, 5, 2, 1, 5]","['D', 'A', 'C', 'D', 'A']",A,0
5,70,"[5, 2, 6, 2, 3]","['F', 'H', 'F', 'H', 'C']",C,6
5,71,"[1, 1, 3, 5, 5]","['B', 'C', 'F', 'C', 'H']",H,1
5,72,"[1, 2, 2, 6, 5]","['B', 'D', 'F', 'D', 'A']",A,0
5,73,"[1, 1, 1, 1, 4]","['B', 'C', 'D', 'E', 'A']",A,0
5,74,"[6, 4, 6, 3, 3]","['G', 'C', 'A', 'D', 'G']",G,2
5,75,"[4, 6, 1, 3, 1]","['E', 'C', 'D', 'G', 'H']",H,1
5,76,"[6, 5, 4, 4, 6]","['G', 'D', 'H', 'D', 'B']",B,7
5,77,"[2, 2, 6, 2, 4]","['C', 'E', 'C', 'E', 'A']",A,0
5,78,"[2, 6, 5, 1, 3]","['C', 'A', 'F', 'G', 'B']",B,7
5,79,"[3, 2, 3, 6, 4]","['D', 'F', 'A', 'G', 'C']",C,6
5,80,"[2, 6, 1, 5, 2]","['C', 'A', 'B', 'G', 'A']",A,0
5,81,"[5, 3, 1, 5, 4]","['F', 'A', 'B', 'G', 'C']",C,6
5,82,"[5, 6, 1, 4, 5]","['F', 'D', 'E', 'A', 'F']",F,3
5,83,"[4, 1, 5, 2, 1]","['E', 'F', 'C', 'E', 'F']",F,3
5,84,"[3, 1, 6, 1, 5]","['D', 'E', 'C', 'D', 'A']",A,0
5,85,"[1, 6, 6, 3, 1]","['B', 'H', 'F', 'A', 'B']",B,7
5,86,"[2, 2, 2, 4, 2]","['C', 'E', 'G', 'C', 'E']",E,4
5,87,"[1, 1, 4, 3, 4]","['B', 'C', 'G', 'B', 'F']",F,3
5,88,"[2, 5, 2, 3, 2]","['C', 'H', 'B', 'E', 'G']",G,2
5,89,"[4, 4, 4, 2, 4]","['E', 'A', 'E', 'G', 'C']",C,6
5,90,"[3, 4, 6, 6, 1]","['D', 'H', 'F', 'D', 'E']",E,4
5,91,"[6, 6, 6, 5, 5]","['G', 'E', 'C', 'H', 'E']",E,4
5,92,"[6, 1, 5, 3, 3]","['G', 'H', 'E', 'H', 'C']",C,6
5,93,"[5, 4, 5, 2, 3]","['F', 'B', 'G', 'A', 'D']",D,5
5,94,"[5, 2, 6, 5, 2]","['F', 'H', 'F', 'C', 'E']",E,4
5,95,"[3, 3, 6, 6, 4]","['D', 'G', 'E', 'C', 'G']",G,2
5,96,"[6, 1, 5, 4, 2]","['G', 'H', 'E', 'A', 'C']",C,6
5,97,"[4, 6, 4, 3, 5]","['E', 'C', 'G', 'B', 'G']",G,2
5,98,"[2, 2, 5, 4, 3]","['C', 'E', 'B', 'F', 'A']",A,0
5,99,"[5, 1, 1, 2, 5]","['F', 'G', 'H', 'B', 'G']",G,2
5,100,"[6, 1, 4, 1, 1]","['G', 'H', 'D', 'E', 'F']",F,3
5,101,"[6, 6, 4, 1, 5]","['G', 'E', 'A', 'B', 'G']",G,2
5,102,"[2, 1, 4, 2, 1]","['C', 'D', 'H', 'B', 'C']",C,6
5,103,"[2, 2, 3, 5, 5]","['C', 'E', 'H', 'E', 'B']",B,7
5,104,"[3, 4, 3, 6, 3]","['D', 'H', 'C', 'A', 'D']",D,5
5,105,"[4, 2, 4, 1, 4]","['E', 'G', 'C', 'D', 'H']",H,1
5,106,"[6, 3, 6, 3, 2]","['G', 'B', 'H', 'C', 'E']",E,4
5,107,"[1, 3, 5, 5, 5]","['B', 'E', 'B', 'G', 'D']",D,5
5,108,"[6, 5, 2, 6, 6]","['G', 'D', 'F', 'D', 'B']",B,7
5,109,"[5, 2, 5, 2, 1]","['F', 'H', 'E', 'G', 'H']",H,1
5,110,"[6, 2, 1, 5, 5]","['G', 'A', 'B', 'G', 'D']",D,5
5,111,"[3, 3, 6, 5, 6]","['D', 'G', 'E', 'B', 'H']",H,1
5,112,"[5, 2, 3, 3, 6]","['F', 'H', 'C', 'F', 'D']",D,5
5,113,"[5, 1, 2, 2, 3]","['F', 'G', 'A', 'C', 'F']",F,3
5,114,"[5, 6, 6, 5, 4]","['F', 'D', 'B', 'G', 'C']",C,6
5,115,"[6, 1, 6, 6, 5]","['G', 'H', 'F', 'D', 'A']",A,0
5,116,"[1, 1, 1, 4, 6]","['B', 'C', 'D', 'H', 'F']",F,3
5,117,"[3, 5, 2, 5, 2]","['D', 'A', 'C', 'H', 'B']",B,7
5,118,"[2, 2, 2, 4, 4]","['C', 'E', 'G', 'C', 'G']",G,2
5,119,"[3, 6, 3, 2, 5]","['D', 'B', 'E', 'G', 'D']",D,5
5,120,"[5, 4, 6, 5, 6]","['F', 'B', 'H', 'E', 'C']",C,6
5,121,"[4, 2, 3, 2, 3]","['E', 'G', 'B', 'D', 'G']",G,2
5,122,"[2, 3, 2, 6, 1]","['C', 'F', 'H', 'F', 'G']",G,2
5,123,"[1, 5, 4, 3, 5]","['B', 'G', 'C', 'F', 'C']",C,6
